,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn
1297,40.0,1,29,0,1,1,1,2,110.49,3212.64,0,1,0,0,0
1298,18.0,1,68,1,0,1,0,2,103.81,7061.77,1,1,1,0,0
1299,68.0,1,51,1,1,0,0,0,43.22,2208.1,1,0,1,1,0
1300,57.0,0,24,0,1,1,1,0,71.94,1733.03,0,0,0,1,0
1301,44.0,1,14,1,1,1,0,0,85.91,1186.3,1,1,0,1,0
1302,38.0,0,69,1,1,1,0,0,118.75,2132.26,1,1,0,0,0
1303,64.0,0,18,1,0,1,2,0,23.13,420.1,1,0,0,1,0
1304,26.0,0,42,1,1,0,0,2,66.39,2785.46,1,0,1,1,0
1305,26.0,0,57,1,0,1,0,1,118.81,6769.29,0,0,0,0,0
1306,27.0,0,12,1,0,1,0,2,117.72,1416.39,1,0,0,1,0
1307,69.0,0,17,0,1,0,0,1,53.07,906.17,0,1,0,0,0
1308,43.0,1,30,0,0,1,0,2,20.0,604.67,0,1,0,0,0
1309,58.0,1,23,1,1,1,1,2,78.67,1801.49,1,0,1,1,0
1310,52.0,1,1,1,1,1,0,0,106.69,92.51,1,0,0,1,1
1311,69.0,0,32,1,0,1,2,2,52.43,1685.8,0,0,0,0,0
1312,42.0,1,9,0,0,0,0,1,113.43,1013.45,0,0,1,0,1
1313,43.0,0,15,0,1,1,0,3,53.27,790.93,1,0,1,0,0
1314,28.0,0,28,1,1,1,1,0,81.02,2259.54,1,1,0,1,0
1315,55.0,0,24,1,1,1,1,2,92.2,2224.31,0,1,1,1,0
1316,19.0,1,60,0,1,1,1,2,54.54,3274.52,1,0,0,1,0
1317,24.0,0,35,1,1,0,2,2,55.22,1936.13,1,0,1,0,0
1318,35.0,0,27,1,0,1,0,0,67.0,1815.9,1,0,0,1,0
1319,44.0,1,20,1,1,0,0,0,103.52,2069.98,1,0,1,1,0
1320,51.0,1,65,1,1,1,2,3,30.09,1965.98,1,1,1,0,0
1321,44.0,0,49,1,1,0,0,1,83.15,4062.38,1,1,0,0,0
1322,44.0,0,1,1,1,1,0,0,87.73,76.87,0,1,0,1,1
1323,60.0,1,10,1,1,1,0,1,75.79,746.49,0,0,1,0,1
1324,61.0,1,47,1,1,0,1,2,113.58,5342.48,1,1,1,0,0
1325,68.0,1,59,1,0,0,0,2,80.2,4736.86,1,1,0,0,0
1326,44.0,0,62,1,1,1,0,2,83.46,5169.79,0,0,0,0,0
1327,42.0,1,18,1,1,1,0,2,79.98,1437.32,1,1,0,0,0
1328,24.0,1,46,1,0,1,1,3,92.2,4253.88,1,0,0,0,0
1329,69.0,1,32,1,1,0,0,3,33.54,1066.34,1,0,1,0,0
1330,23.0,0,27,1,1,1,0,3,109.43,2957.56,1,1,0,0,0
1331,41.0,1,18,0,1,0,1,2,24.25,429.64,0,0,0,0,0
1332,50.0,1,39,0,1,0,2,1,84.07,3289.69,0,0,0,0,0
1333,66.0,1,49,1,1,0,1,1,81.55,4002.23,1,1,0,0,0
1334,46.0,1,44,1,1,1,1,2,40.81,1781.65,0,0,0,1,0
1335,60.0,1,54,1,0,1,0,2,24.07,1297.17,1,1,0,1,0
1336,39.0,0,34,1,0,0,0,2,33.88,1131.13,1,1,0,0,0
1337,44.0,0,71,1,1,0,0,2,47.17,3358.07,1,1,0,0,0
1338,45.0,0,36,1,1,0,2,3,108.21,3916.03,0,0,0,0,0
1339,67.0,1,18,0,1,1,0,3,105.57,1878.46,1,0,0,0,0
1340,38.0,0,38,1,1,0,2,2,26.39,988.55,1,1,0,1,0
1341,66.0,0,59,1,1,1,2,0,48.93,2888.54,1,0,1,0,0
1342,24.0,0,9,0,1,1,0,0,108.93,980.19,1,1,0,0,1
1343,34.0,1,51,1,1,0,0,2,69.59,2223.06,0,1,0,1,0
1344,37.0,1,35,1,0,1,0,2,119.6,4168.62,0,1,0,1,0
1345,58.0,0,5,0,1,0,0,1,45.68,231.63,0,0,1,1,0
1346,66.0,0,14,0,0,1,0,3,93.91,1323.62,0,0,1,1,0
1347,37.0,1,30,1,0,1,2,2,61.71,1879.77,0,0,1,1,0
1348,39.0,1,4,1,1,1,0,2,33.62,147.55,1,1,1,0,0
1349,45.0,0,39,0,0,1,0,2,45.52,1762.29,1,1,1,0,0
1350,57.0,1,64,0,0,1,0,2,87.51,5600.52,1,0,0,0,0
1351,66.0,0,25,1,1,0,2,1,53.71,1348.67,1,1,0,0,0
1352,24.0,1,28,1,1,0,1,2,80.41,2244.6,1,0,0,0,0
1353,18.0,0,66,1,1,1,2,2,40.55,2684.1,1,1,1,1,0
1354,49.0,0,22,0,0,1,2,2,64.86,1433.95,1,1,0,1,0
1355,30.0,1,31,1,1,0,0,0,71.22,2220.19,0,1,0,1,0
1356,47.0,0,23,1,1,0,0,2,61.28,1417.46,0,1,1,0,0
1357,40.0,0,48,1,1,0,0,2,39.79,1912.77,1,1,1,0,0
1358,68.0,0,20,1,1,0,0,3,66.16,1316.82,1,1,0,1,0
1359,36.0,1,38,1,1,1,1,3,89.29,3380.09,0,1,0,0,0
1360,49.0,1,55,1,0,1,0,2,116.49,6409.14,1,1,0,0,0
1361,47.0,1,68,1,1,1,0,2,98.95,6724.56,1,1,1,0,0
1362,46.0,0,1,1,0,1,1,0,36.15,33.08,1,1,0,0,0
1363,66.0,1,7,1,0,0,1,1,47.27,342.11,0,1,1,1,0
1364,62.0,0,57,1,1,1,1,2,27.88,1602.85,0,1,0,1,0
1365,46.0,0,12,1,1,0,0,2,33.56,390.37,0,0,0,0,0
1366,47.0,1,5,0,0,0,2,2,45.07,223.25,1,0,1,0,0
1367,33.0,1,50,1,0,0,0,0,39.95,1993.17,1,0,1,0,0
1368,57.0,0,42,0,1,0,0,3,41.36,1740.27,1,1,1,1,0
1369,36.0,0,12,1,1,1,1,0,43.08,494.3,0,1,1,0,0
1370,35.0,1,18,0,1,0,2,0,50.07,886.65,0,1,1,0,0
1371,18.0,1,66,1,0,1,0,1,32.56,2147.79,1,0,0,1,0
1372,31.0,1,17,1,0,1,0,1,47.78,820.12,0,1,0,1,0
1373,68.0,0,68,1,1,0,0,0,88.84,6041.87,1,1,0,0,0
1374,64.0,0,71,1,0,1,0,3,43.64,3105.16,0,1,0,1,0
1375,67.0,0,62,1,1,0,2,2,37.18,2307.13,0,0,0,1,0
1376,19.0,0,41,1,0,0,0,3,26.77,1110.33,1,0,0,1,0
1377,45.0,0,34,1,1,0,1,3,70.0,2394.86,0,1,1,0,0
1378,66.0,1,70,0,1,1,1,0,104.2,7286.4,1,1,0,0,0
1379,67.0,1,45,1,1,0,0,2,25.9,1174.34,1,0,1,1,0
1380,47.0,0,58,1,1,1,0,0,74.23,4310.42,0,1,1,0,0
1381,44.0,0,51,0,1,0,0,3,85.06,4363.11,0,0,0,0,0
1382,68.0,1,34,1,1,1,0,0,79.25,2686.52,1,0,0,1,0
1383,44.0,1,44,1,1,0,0,2,107.76,4740.27,0,1,0,0,0
1384,18.0,1,15,1,1,1,0,3,106.64,1589.28,0,1,0,0,0
1385,25.0,1,70,1,1,1,2,2,25.73,1791.37,1,1,1,0,0
1386,44.0,0,50,1,0,1,0,1,56.09,2808.36,1,0,0,0,0
1387,56.0,1,32,0,0,1,1,3,87.08,2788.62,0,0,1,0,0
1388,20.0,0,67,0,1,0,0,2,115.24,2132.26,1,0,1,1,0
1389,49.0,1,3,1,1,1,1,2,100.47,306.61,0,0,1,1,1
1390,27.0,1,51,0,1,1,2,0,37.66,2132.26,1,0,0,0,0
1391,27.0,1,67,0,0,1,0,2,47.92,3208.21,1,0,0,0,0
1392,44.0,0,48,1,0,1,2,1,96.36,4615.57,1,1,0,0,0
1393,63.0,0,17,1,1,1,1,3,67.15,1134.54,0,1,0,1,0
1394,51.0,1,7,1,0,0,2,2,74.73,522.54,0,0,0,1,1
1395,50.0,0,13,1,0,1,1,0,80.9,1053.67,1,0,0,0,0
1396,40.0,0,66,1,0,1,0,2,30.33,2008.89,1,1,0,1,0
1397,45.0,1,4,1,1,1,0,1,105.6,428.49,0,0,0,1,1
1398,49.0,1,10,1,1,1,0,2,106.31,1078.67,1,1,0,0,1
1399,67.0,0,17,1,1,1,0,1,66.82,1126.21,1,1,0,0,0
1400,24.0,0,52,1,1,1,2,0,82.68,4297.03,1,0,1,0,0
1401,46.0,0,6,1,1,0,1,1,85.99,507.09,1,1,0,1,1
1402,25.0,1,69,0,1,1,0,2,38.97,2701.7,1,1,0,1,0
1403,18.0,1,9,1,1,1,2,2,31.26,276.32,1,0,0,0,0
1404,20.0,0,21,1,1,1,1,0,22.07,475.02,1,0,0,0,0
1405,41.0,1,24,1,1,0,0,0,111.29,2685.49,0,0,0,0,0
1406,40.0,1,4,1,1,0,0,2,54.57,222.41,1,0,1,0,0
1407,25.0,0,24,1,0,1,0,2,28.58,688.85,0,0,1,0,0
1408,64.0,0,59,0,0,0,2,2,66.58,3928.61,0,0,0,1,0
1409,54.0,1,3,0,1,1,2,0,27.56,79.51,1,1,1,1,0
1410,20.0,1,68,1,1,1,0,2,28.53,1935.67,0,0,0,1,0
1411,68.0,0,40,1,1,1,0,2,68.89,2754.13,1,1,0,0,0
1412,50.0,1,48,0,1,1,1,2,70.88,3420.48,1,0,1,1,0
1413,45.0,1,54,1,0,1,2,3,78.01,4202.12,0,1,1,1,0
1414,64.0,0,35,0,1,1,1,2,85.63,2999.1,0,1,0,0,0
1415,25.0,0,56,1,1,1,1,1,86.83,4869.59,0,0,0,1,0
1416,44.0,1,40,0,0,1,0,2,63.3,2529.16,0,0,1,1,0
1417,52.0,1,68,1,1,1,0,1,84.35,5739.96,1,1,0,0,0
1418,49.0,1,46,1,1,1,0,3,50.47,2306.57,1,1,0,0,0
1419,41.0,0,13,1,1,0,2,2,64.13,846.94,1,0,1,0,0
1420,31.0,1,27,1,1,1,0,2,59.33,1613.22,0,1,1,0,0
1421,49.0,1,6,1,1,0,2,0,52.91,316.48,0,1,1,1,0
1422,63.0,0,17,1,1,0,0,0,43.86,736.82,0,1,0,0,0
1423,60.0,0,36,1,1,1,2,3,27.85,1010.53,1,1,0,0,0
1424,33.0,1,2,1,0,1,0,2,70.59,129.7,1,1,0,1,1
1425,21.0,0,52,1,1,1,0,1,73.73,3823.91,0,0,0,0,0
1426,69.0,0,66,1,0,1,1,1,53.62,3538.38,0,1,1,1,0
1427,54.0,1,52,1,1,1,0,3,117.58,6129.34,1,1,1,1,0
1428,38.0,0,43,0,1,1,2,0,75.7,3261.51,1,0,1,0,0
1429,31.0,0,22,1,1,1,0,3,108.9,2389.33,1,0,1,1,0
1430,48.0,1,55,0,1,0,0,2,77.01,4218.73,1,1,0,1,0
1431,65.0,0,67,0,1,1,2,2,38.99,2612.75,0,1,0,1,0
1432,35.0,1,60,0,1,0,2,3,117.46,7050.11,1,0,1,1,0
1433,24.0,1,58,0,0,1,0,1,108.53,6294.01,0,1,1,0,0
1434,27.0,0,12,0,1,0,2,2,67.13,823.62,1,0,1,0,0
1435,24.0,0,69,1,1,1,0,3,44.31,3056.07,1,0,0,0,0
1436,50.0,0,39,0,0,1,0,1,42.27,1625.71,1,1,0,0,0
1437,40.0,1,13,1,1,0,0,2,100.6,1303.73,0,0,0,0,0
1438,38.0,0,41,0,1,0,0,2,26.91,1107.86,0,1,1,1,0
1439,36.0,1,57,1,0,1,0,0,83.81,4781.04,1,1,0,1,0
1440,65.0,0,53,1,1,1,0,2,84.01,4450.76,1,0,1,1,0
1441,36.0,0,12,1,1,0,0,2,38.25,455.58,1,1,0,0,0
1442,53.0,0,13,1,1,0,2,2,90.49,1156.37,1,1,0,0,0
1443,46.0,1,57,1,1,1,0,2,90.54,5161.64,0,0,0,0,0
1444,35.0,0,40,1,1,1,2,1,55.0,2196.61,0,0,0,0,0
1445,19.0,0,45,0,1,0,1,0,68.34,3077.79,1,1,0,0,0
1446,18.0,1,35,1,0,1,0,3,103.28,3619.71,0,0,1,1,0
1447,64.0,1,3,1,0,0,0,3,72.32,229.37,0,1,1,0,1
1448,22.0,0,5,1,1,1,0,1,81.82,399.54,1,0,0,0,1
1449,37.0,0,11,1,1,0,2,2,61.28,661.14,1,0,1,0,0
1450,28.0,0,71,1,0,0,0,2,34.96,2476.42,0,0,1,1,0
1451,59.0,1,56,1,1,0,0,1,119.81,6702.0,0,0,0,0,0
1452,19.0,1,10,1,1,1,2,1,73.15,723.25,1,1,0,0,1
1453,20.0,1,34,1,1,1,1,2,53.64,1838.21,0,1,0,1,0
1454,40.0,1,67,0,0,1,0,2,91.38,6123.94,1,1,1,0,0
1455,29.0,0,31,1,1,0,0,3,82.08,2564.2,0,0,1,1,0
1456,37.0,1,71,1,0,0,2,2,43.29,3073.56,0,1,0,1,0
1457,22.0,1,66,0,1,1,2,0,107.69,7095.82,0,0,0,0,0
1458,54.0,1,70,0,1,0,0,2,27.09,1888.22,0,0,0,1,0
1459,55.0,0,41,1,1,0,0,2,80.57,3313.61,1,1,0,0,0
1460,47.0,0,63,1,1,1,2,3,67.79,4259.43,0,0,0,0,0
1461,26.0,1,32,0,0,1,1,1,51.82,1663.82,0,0,1,0,0
1462,51.0,1,20,1,0,0,2,3,102.64,2049.23,1,1,1,0,0
1463,44.0,0,57,0,1,1,0,2,85.63,4871.61,0,0,1,1,0
1464,52.0,0,50,1,0,0,2,1,95.95,4811.37,0,1,0,0,0
1465,69.0,0,25,1,0,1,0,3,61.47,1530.86,1,1,1,0,0
1466,39.0,0,12,1,1,0,0,2,114.24,1362.6,1,0,0,0,0
1467,61.0,0,71,1,1,1,1,2,54.47,3866.58,0,0,0,0,0
1468,41.0,0,39,1,1,1,0,2,73.1,2845.82,0,1,1,0,0
1469,34.0,0,17,1,1,1,2,3,113.37,1949.44,0,0,0,0,0
1470,27.0,0,45,0,1,1,0,3,28.32,1285.0,0,1,0,0,0
1471,47.0,1,11,1,1,1,2,2,30.88,333.77,0,0,0,0,0
1472,63.0,1,70,1,1,1,0,2,119.42,2132.26,0,0,0,0,0
1473,40.0,1,23,1,0,0,1,2,117.14,2674.03,1,1,1,1,0
1474,49.0,1,70,1,0,0,0,2,97.17,6803.27,0,0,1,0,0
1475,34.0,1,38,0,1,1,1,2,68.42,2592.49,1,1,1,0,0
1476,67.0,1,2,0,1,0,1,2,70.61,142.1,1,1,0,0,1
1477,68.0,0,37,0,1,1,0,1,45.72,1671.98,1,0,0,1,0
1478,34.0,0,49,1,1,0,0,3,63.27,3099.96,1,1,0,0,0
1479,31.0,1,52,1,1,0,0,2,63.13,3299.75,1,0,1,0,0
1480,26.0,1,33,1,1,1,2,0,23.61,779.67,1,0,0,1,0
1481,57.0,0,22,1,1,0,0,2,65.32,1429.29,1,1,0,0,0
1482,19.0,0,5,1,1,0,0,0,67.98,339.7,1,1,0,0,0
1483,62.0,0,18,1,1,1,0,0,86.58,1557.8,1,1,1,0,0
1484,42.0,1,38,0,1,0,2,0,71.65,2744.62,0,1,0,1,0
1485,56.0,0,37,1,0,0,0,0,106.17,3924.96,0,1,1,0,0
1486,26.0,1,64,0,0,1,0,2,56.76,3620.61,0,1,1,1,0
1487,39.0,1,10,0,1,0,1,0,60.97,609.91,1,0,1,0,0
1488,60.0,0,42,1,1,0,1,2,77.15,3242.26,0,0,1,1,0
1489,63.0,0,48,1,1,1,0,2,40.27,1938.58,1,1,0,0,0
1490,21.0,1,44,1,1,1,2,1,59.35,2618.96,1,1,1,1,0
1491,43.0,0,16,1,1,1,1,3,88.62,1437.48,0,0,0,0,0
1492,46.0,0,54,1,1,0,0,1,61.18,3297.76,0,0,1,0,0
1493,62.0,1,35,1,0,0,0,2,110.66,3866.23,0,1,1,0,0
1494,51.0,0,28,1,1,1,2,3,81.53,2264.3,0,0,1,1,0
1495,40.0,1,2,1,0,0,0,2,35.38,77.38,1,0,1,1,0
1496,54.0,1,13,1,1,0,0,2,68.74,884.75,0,0,1,0,0
1497,28.0,0,41,0,1,0,0,2,96.48,3964.6,0,1,0,1,0
1498,23.0,1,59,1,1,1,1,2,84.33,4970.55,0,0,0,1,0
1499,35.0,1,69,1,1,1,0,2,108.53,2132.26,0,1,1,0,0
1500,38.0,0,53,1,1,0,1,0,95.0,5020.66,1,0,1,0,0
1501,59.0,0,45,1,1,1,0,2,26.16,1187.43,1,1,1,1,0
1502,53.0,0,20,1,1,0,1,1,31.25,634.04,1,0,0,0,0
1503,58.0,1,24,0,1,0,1,2,84.97,2044.55,1,0,0,0,0
1504,55.0,1,61,1,1,1,0,2,43.84,2663.07,1,0,0,1,0
1505,51.0,0,58,1,0,0,2,2,78.78,4574.55,1,0,1,0,0
1506,34.0,1,27,0,1,1,0,1,99.22,2680.21,0,1,1,1,0
1507,54.0,0,26,1,1,1,1,2,77.69,2001.64,0,0,1,1,0
1508,42.0,0,7,1,1,1,0,2,61.55,446.43,0,0,0,1,0
1509,55.0,1,42,0,0,1,0,0,84.63,3551.0,1,1,1,1,0
1510,29.0,0,47,1,1,1,2,2,34.36,1629.73,1,0,0,0,0
1511,40.0,1,53,1,1,0,2,0,92.32,4892.28,0,0,0,1,0
1512,59.0,1,59,1,1,0,0,2,89.7,5302.12,1,0,0,0,0
1513,39.0,0,38,1,1,1,0,3,71.44,2706.12,0,0,1,0,0
1514,38.0,1,69,0,1,0,0,2,47.88,3305.86,0,0,0,0,0
1515,44.0,0,53,0,0,1,2,3,99.76,5288.72,1,0,1,0,0
1516,48.0,1,15,1,0,1,0,0,71.06,1062.66,0,0,0,0,0
1517,23.0,1,26,1,1,0,0,0,25.92,665.23,1,0,1,1,0
1518,44.0,1,48,1,1,0,0,3,111.86,5338.61,0,0,1,0,0
1519,57.0,0,19,1,1,0,2,1,96.77,1830.17,1,0,1,0,0
1520,51.0,1,9,1,1,1,0,2,78.48,713.33,1,1,0,1,1
1521,29.0,0,64,1,0,0,0,2,63.68,4061.57,0,1,1,0,0
1522,62.0,1,54,0,1,0,0,0,115.99,6251.58,0,0,0,0,0
1523,24.0,1,51,0,1,0,0,0,97.5,4958.15,0,0,1,1,0
1524,27.0,0,39,0,1,1,1,2,73.5,2868.59,1,1,1,0,0
1525,62.0,0,4,1,0,1,2,0,85.32,332.35,0,1,0,1,1
1526,34.0,0,3,0,1,0,2,2,48.08,156.44,0,1,1,1,0
1527,43.0,0,64,1,1,0,0,0,39.57,2539.83,0,0,0,0,0
1528,38.0,0,29,1,1,1,2,1,47.33,1374.57,0,0,0,0,0
1529,45.0,1,11,1,1,1,0,3,49.31,545.45,0,0,0,1,0
1530,63.0,1,58,1,0,1,0,2,93.97,5442.63,0,1,1,0,0
1531,19.0,0,27,1,1,1,2,0,34.01,910.64,0,1,0,0,0
1532,60.0,1,21,1,1,1,0,0,97.76,2060.07,1,1,0,0,0
1533,18.0,1,39,1,1,1,0,2,72.34,2830.39,1,1,0,1,0
1534,68.0,1,46,1,0,1,2,3,58.46,2696.18,0,0,1,0,0
1535,53.0,0,66,1,1,1,0,1,50.04,3297.93,0,1,0,0,0
1536,68.0,1,36,1,1,1,1,2,71.32,2563.61,0,1,0,0,0
1537,43.0,1,65,1,1,1,2,2,51.75,3354.43,1,1,0,0,0
1538,46.0,1,63,1,1,1,0,2,62.95,3973.53,1,1,0,0,0
1539,38.0,0,35,1,0,0,0,3,93.9,3266.89,1,1,0,1,0
1540,28.0,1,31,1,0,1,0,1,82.6,2538.56,1,1,1,0,0
1541,44.0,1,28,1,1,0,0,0,94.8,2634.35,1,1,1,1,0
1542,28.0,0,1,1,1,1,0,2,91.3,69.87,0,1,1,1,1
1543,53.0,0,25,1,0,0,1,0,101.51,2551.32,1,1,1,1,0
1544,66.0,1,43,1,1,1,0,0,40.17,1735.18,0,0,0,0,0
1545,56.0,1,67,1,1,1,0,2,119.51,2132.26,1,0,0,1,0
1546,57.0,0,63,1,1,1,0,2,67.58,4256.48,0,0,0,1,0
1547,52.0,0,51,1,1,0,0,2,91.82,4697.48,0,0,0,1,0
1548,51.0,0,2,0,1,1,2,3,87.78,180.56,1,0,1,1,1
1549,64.0,0,64,1,0,1,0,2,76.62,4924.82,0,1,1,0,0
1550,41.0,0,69,1,0,1,2,3,119.58,2132.26,0,1,0,0,0
1551,39.0,0,9,0,1,0,0,1,41.73,369.02,1,1,0,1,0
1552,22.0,0,2,1,1,1,0,2,62.17,113.53,0,1,0,1,0
1553,50.0,1,34,1,1,1,0,1,32.77,1114.42,1,0,0,0,0
1554,44.0,0,60,1,1,1,0,2,38.18,2300.16,0,1,1,0,0
1555,64.0,0,61,1,1,1,1,0,91.3,5570.29,0,0,0,0,0
1556,37.0,1,31,1,1,0,0,2,20.48,631.3,0,1,0,1,0
1557,36.0,0,10,1,0,1,2,2,108.98,1102.37,1,0,1,0,1
1558,52.0,0,36,1,0,1,0,3,83.32,3004.81,1,0,1,0,0
1559,69.0,1,49,0,1,0,2,3,64.09,3139.28,1,0,0,0,0
1560,60.0,0,70,1,1,0,0,0,53.14,3712.13,1,0,0,1,0
1561,34.0,1,49,1,1,1,0,0,32.63,1596.33,1,1,1,1,0
1562,62.0,1,3,1,0,0,0,3,112.16,341.21,1,0,0,0,1
1563,60.0,1,5,1,1,1,0,1,91.23,448.35,0,1,0,1,1
1564,44.0,1,61,1,1,1,2,3,53.64,3259.7,0,0,0,1,0
1565,26.0,0,26,1,1,0,0,2,27.09,699.54,1,1,0,0,0
1566,43.0,1,5,1,0,0,0,2,52.57,262.36,1,1,0,0,0
1567,19.0,1,15,1,0,1,0,2,38.46,590.53,1,0,0,0,0
1568,26.0,0,16,1,1,1,0,0,98.63,1566.48,1,1,1,0,0
1569,26.0,1,1,1,0,1,2,2,91.96,94.23,1,1,0,0,1
1570,57.0,1,16,0,1,1,1,2,69.82,1114.34,1,1,1,0,0
1571,34.0,1,37,1,1,1,1,2,108.58,4015.18,0,0,1,0,0
1572,18.0,1,3,0,0,1,0,3,38.07,129.6,0,0,0,0,0
1573,42.0,0,52,0,0,0,2,2,65.2,3391.21,1,0,0,0,0
1574,60.0,1,47,1,1,0,1,2,91.06,4270.68,0,0,0,1,0
1575,57.0,0,13,1,1,1,0,3,26.78,357.03,1,1,1,0,0
1576,59.0,0,55,1,0,1,0,0,57.27,3158.0,0,0,0,1,0
1577,42.0,1,21,1,0,1,2,2,77.17,1610.56,1,0,1,0,0
1578,56.0,1,66,1,0,1,0,3,56.68,3728.95,1,0,1,1,0
1579,52.0,1,54,1,1,1,1,2,68.02,3677.19,1,1,0,0,0
1580,20.0,1,27,1,0,0,0,1,80.81,2181.54,1,1,1,1,0
1581,67.0,0,38,1,0,1,0,2,56.84,2155.21,0,1,0,0,0
1582,54.0,0,58,1,1,0,1,1,30.6,1785.36,0,1,0,1,0
1583,61.0,0,62,1,0,0,1,1,33.94,2098.36,0,1,0,0,0
1584,61.0,1,46,1,1,1,0,0,72.7,3348.42,1,1,1,0,0
1585,68.0,0,11,0,1,1,1,2,37.47,423.92,0,1,1,1,0
1586,47.0,1,8,0,1,0,0,3,108.98,868.45,0,1,0,1,1
1587,55.0,1,71,0,1,0,1,2,103.42,7324.53,0,0,0,0,0
1588,51.0,1,64,0,1,0,2,1,54.9,3509.57,0,0,0,0,0
1589,29.0,1,21,1,0,1,2,0,103.1,2166.99,0,1,1,1,0
1590,36.0,1,63,0,1,1,0,1,73.32,4629.19,0,0,0,1,0
1591,54.0,0,64,0,1,1,0,0,35.91,2293.03,0,0,1,0,0
1592,61.0,0,20,0,0,0,2,3,81.42,1645.63,1,0,0,1,0
1593,66.0,1,8,0,1,0,0,3,87.95,690.61,1,0,0,0,1
1594,34.0,0,58,0,1,0,0,2,28.39,1648.26,0,1,1,0,0
1595,27.0,1,46,1,1,1,2,3,51.45,2364.31,0,0,0,1,0
1596,66.0,1,31,1,1,0,0,0,20.54,650.21,1,1,0,0,0
1597,64.0,1,9,0,1,1,0,1,51.64,450.02,0,1,0,0,0
1598,29.0,0,15,1,0,1,0,3,53.54,807.36,1,0,0,0,0
1599,33.0,1,26,1,1,1,0,1,83.02,2156.08,1,0,0,0,0
1600,41.0,1,10,0,0,0,0,1,39.9,414.29,1,1,0,0,0
1601,36.0,0,29,1,1,0,2,3,23.01,659.0,0,0,1,0,0
1602,25.0,0,36,1,1,1,0,2,51.56,2132.26,1,1,1,0,0
1603,48.0,0,37,1,1,0,0,0,102.56,3786.34,1,0,1,1,0
1604,38.0,1,71,1,0,1,2,3,59.91,4255.49,1,1,1,1,0
1605,34.0,1,23,0,1,1,1,2,61.51,1411.04,0,1,0,0,0
1606,40.0,0,41,1,1,1,1,2,66.9,2739.05,0,0,0,0,0
1607,54.0,1,28,1,1,1,0,1,95.18,2645.17,1,1,0,1,0
1608,33.0,0,48,1,1,1,2,2,68.0,3268.15,0,1,1,0,0
1609,23.0,0,38,0,1,1,0,0,29.13,1096.12,0,1,0,0,0
1610,25.0,1,31,1,1,0,0,1,40.64,1248.67,1,1,0,1,0
1611,42.0,1,14,1,1,1,0,2,38.79,527.51,0,0,1,1,0
1612,35.0,0,29,1,0,0,0,3,70.79,2042.35,1,1,0,1,0
1613,42.0,0,51,0,1,1,0,2,22.99,1177.49,1,0,0,0,0
1614,29.0,0,49,1,1,0,1,3,48.36,2374.15,0,1,0,0,0
1615,32.0,0,43,1,1,0,0,2,80.72,3477.6,0,1,0,1,0
1616,43.0,1,5,1,1,0,1,1,55.47,267.08,1,1,0,0,0
1617,58.0,0,42,1,0,1,0,3,90.77,3814.49,1,0,0,0,0
1618,62.0,0,7,1,1,0,0,0,59.12,407.69,0,1,1,0,0
1619,43.0,0,42,1,1,1,0,3,69.59,4962.61,0,1,0,1,0
1620,64.0,1,36,1,0,0,2,2,116.54,4199.7,1,1,0,0,0
1621,49.0,1,27,1,1,1,2,1,99.98,2692.89,1,0,0,1,0
1622,27.0,0,58,1,1,1,2,0,115.44,6705.93,1,1,1,1,0
1623,33.0,1,46,0,1,1,1,2,40.48,1867.15,1,0,0,1,0
1624,24.0,1,66,1,0,0,1,1,95.09,6262.07,0,1,0,1,0
1625,34.0,1,25,1,0,1,1,0,52.17,1287.53,0,1,1,0,0
1626,40.0,0,27,1,0,0,1,3,92.53,2484.83,1,1,0,0,0
1627,43.0,0,1,1,1,0,0,0,57.39,73.88,0,1,0,0,0
1628,38.0,1,42,1,0,0,0,2,48.94,2045.33,1,0,0,1,0
1629,39.0,0,52,1,1,1,0,3,115.88,6044.52,0,0,1,0,0
1630,24.0,0,25,0,1,0,0,2,40.99,1014.08,1,1,1,0,0
1631,31.0,1,54,1,0,1,0,3,95.86,5164.7,1,1,0,1,0
1632,32.0,1,67,0,1,1,0,2,87.47,5869.29,1,1,0,1,0
1633,24.0,0,6,1,1,0,0,1,50.35,311.36,0,1,1,0,0
1634,26.0,1,58,1,1,0,0,0,65.83,3823.7,1,1,1,1,0
1635,44.0,0,70,1,1,0,2,2,34.29,2407.06,1,0,1,0,0
1636,65.0,0,53,1,0,1,0,1,112.12,5934.34,1,1,0,0,0
1637,25.0,1,66,0,1,1,0,3,116.81,2132.26,1,0,0,1,0
1638,67.0,0,58,0,1,1,2,0,93.25,5410.9,1,1,0,0,0
1639,40.0,0,2,1,1,1,0,2,104.94,206.23,0,1,0,1,1
1640,46.0,1,22,1,0,1,0,1,28.26,622.67,1,1,0,1,0
1641,35.0,1,37,0,0,1,0,1,58.4,2171.41,0,1,0,1,0
1642,48.0,1,20,1,1,0,0,2,53.08,1065.52,0,1,1,0,0
1643,47.0,0,24,1,0,0,0,1,76.5,1814.42,0,1,0,1,0
1644,69.0,1,65,1,0,0,0,2,38.34,2501.01,0,1,0,0,0
1645,56.0,1,65,1,1,0,0,1,76.34,4970.25,0,0,0,1,0
